Name	Total	Bin.1	Bin.2	Bin.3	Bin.4	Bin.5	Bin.6	Bin.7	Bin.8	Bin.9	Bin.10	Bin.11	Bin.12
apFAB339--Anderson_RBS	16387	2971	1912	2	1	0	53	31	965	6477	3038	936	1
apFAB300--apFAB833	16380	4900	5156	3153	1180	1500	165	98	39	41	147	1	0
apFAB311--BBa_J61137	16379	3722	2469	519	530	5218	2836	947	137	0	0	1	0
apFAB277--apFAB844	16378	5006	5035	2877	1859	894	135	223	1	0	172	176	0
BBa_J23115--apFAB869	16365	7813	6098	1068	465	590	92	88	3	0	148	0	0
apFAB338--apFAB837	16353	2529	1782	0	0	15	10	19	204	4756	5165	1873	0
apFAB58--BBa_J61125	16350	3618	3232	2137	2059	4116	706	334	0	61	86	0	1
BBa_J23117--apFAB837	16349	6678	5858	2315	663	509	94	144	6	0	81	1	0
apFAB302--salis-4-4	16345	2714	1917	0	1	2	11	32	253	4085	5187	1616	527
apFAB300--BBa_J61136	16345	5363	5375	2599	1424	1185	169	38	52	0	99	41	0
BBa_J23118--BBa_J61128	16339	6138	5718	1916	1439	798	64	50	30	25	161	0	0
apFAB322--apFAB922	16337	4057	4052	1903	1981	3597	580	116	41	1	7	0	2
BBa_J23102--BBa_J61108	16325	4355	2858	77	2	32	486	3262	3773	1108	167	204	1
apFAB312--apFAB854	16323	4419	3929	1891	1465	3720	631	118	59	1	0	89	1
apFAB259--BBa_J61108	16316	4518	5068	3403	1709	1005	229	5	150	1	8	220	0
BBa_J23108--BBa_J61124	16315	7464	6023	1440	919	158	43	149	1	48	70	0	0
apFAB312--apFAB904	16314	3344	2191	0	3	71	30	45	1538	5169	3452	471	0
apFAB259--apFAB826	16309	4654	4760	2694	1760	2109	203	49	15	14	48	1	2
BBa_J23118--apFAB917	16284	2895	1952	1	1	2	2	0	1	700	3585	6268	877
apFAB302--apFAB834	16279	2765	1943	35	18	41	9	3	52	814	3412	6577	610
apFAB63--BBa_J61120	16258	6329	6462	1633	523	941	51	54	0	0	264	1	0
apFAB115--apFAB865	16256	3278	2277	1	1	3	5	122	1163	5930	3474	1	1
BBa_J23103--apFAB876	16252	7597	6296	1132	819	268	20	73	0	46	1	0	0
apFAB55--BBa_J61108	16233	3915	2628	63	66	1642	3373	3526	489	350	43	137	1
apFAB63--BBa_J61113	16220	4582	4111	2132	1887	2453	600	299	0	97	1	0	58
apFAB78--apFAB872	16218	4037	2768	0	2	309	3031	4653	1135	55	197	30	1
apFAB346--apFAB883	16198	3861	2543	42	47	696	3531	4468	824	172	11	3	0
BBa_J23115--BBa_J61108	16196	7489	6118	1378	355	560	9	62	44	21	160	0	0
apFAB322--apFAB844	16184	3877	2682	75	125	2374	3833	2438	139	434	0	205	2
apFAB302--BBa_J61104	16183	3944	3797	1139	2201	4066	755	279	0	1	0	0	1
apFAB76--apFAB901	16179	4176	3048	2085	2426	2978	1237	54	52	51	71	0	1
apFAB104--apFAB914	16158	4547	5232	2833	1607	1582	202	30	0	107	17	1	0
apFAB346--BBa_J61130	16153	4474	4468	2107	1980	2326	301	218	51	1	89	136	2
apFAB124--BBa_J61108	16153	7313	6133	1275	570	520	86	83	1	24	146	2	0
apFAB312--BBa_J61120	16141	4873	5819	2429	1484	1270	88	87	27	0	64	0	0
apFAB323--apFAB843	16140	3882	2932	462	1415	5169	1465	550	123	18	33	0	91
apFAB115--apFAB831	16131	2899	2029	0	1	4	0	60	508	5617	4521	267	225
apFAB125--apFAB890	16122	3981	2749	574	974	5550	1735	359	122	1	76	1	0
BBa_J23108--salis-1-21	16114	4154	2830	264	649	4672	2468	832	245	0	0	0	0
apFAB346--apFAB833	16099	2746	1661	111	0	0	7	7	390	5328	5234	532	83
apFAB306--BBa_J61134	16094	4560	5333	1971	1558	2208	279	88	71	0	25	1	0
apFAB306--BBa_J61120	16080	4114	4019	2702	1583	2537	660	138	27	71	67	161	1
BBa_J23118--apFAB857	16079	2829	1958	0	0	4	14	106	1458	6054	2831	825	0
apFAB115--BBa_J61108	16076	3524	2385	3	12	33	23	574	3935	3913	1233	439	2
apFAB312--apFAB837	16056	3393	2316	0	1	0	48	182	1818	5849	2268	180	1
apFAB302--BBa_J61126	16054	3821	2833	838	1695	4849	1394	455	35	132	1	0	1
apFAB104--apFAB916	16052	3252	2014	0	0	53	12	153	1063	6206	2780	517	2
BBa_J23103--apFAB837	16042	7101	6256	1458	494	663	25	0	1	1	41	1	1
apFAB306--BBa_J61113	16041	3484	2445	85	1	17	146	449	4157	4284	609	348	16
BBa_J23109--apFAB883	16036	4449	3850	2384	2322	2352	403	29	42	204	0	0	1
apFAB38--apFAB872	16034	3462	3488	2223	1989	4019	574	252	21	1	5	0	0
apFAB259--Plotkin_RBS	16030	4109	2821	213	516	4628	2672	906	143	17	3	1	1
BBa_J23104--apFAB873	16022	4189	3578	2063	1497	3982	479	184	7	42	0	0	1
apFAB312--apFAB876	16016	3726	2374	57	52	905	3205	4831	865	1	0	0	0
apFAB55--apFAB903	16013	3520	2664	510	811	5268	2410	676	129	1	23	1	0
apFAB277--BBa_J61126	15998	4471	3991	2557	2273	2002	434	130	119	2	19	0	0
BBa_J23116--apFAB833	15996	3932	2910	1062	1096	5066	1517	411	0	0	1	0	1
apFAB312--BBa_J61100	15970	3397	2257	2	3	2	13	43	2085	5296	2561	311	0
apFAB317--BBa_J61134	15959	4197	3290	1039	2428	3535	1025	261	61	81	42	0	0
BBa_J23100--apFAB890	15952	4182	2880	66	39	65	1719	4634	2060	190	24	0	93
apFAB62--BBa_J61112	15952	2512	1799	47	0	1	0	3	136	4245	4988	1926	295
apFAB104--apFAB954	15952	4300	2750	136	235	2628	3997	1640	229	35	1	0	1
apFAB311--apFAB883	15942	5089	5625	2352	1478	1128	80	28	42	0	116	0	4
BBa_J23117--apFAB865	15939	6907	5467	1701	955	592	88	47	10	2	170	0	0
apFAB342--apFAB864	15939	6306	5426	1886	1326	603	80	135	84	0	93	0	0
apFAB338--apFAB923	15927	2706	1870	45	0	5	17	93	1195	7336	1966	693	1
apFAB75--apFAB876	15925	2029	1403	0	1	4	0	1	28	1	574	6764	5120
BBa_J23108--apFAB837	15924	3705	2592	718	1170	4972	2017	618	69	0	62	0	1
apFAB322--apFAB903	15914	4127	2805	174	261	4219	2969	1081	69	17	58	132	2
BBa_J23118--apFAB869	15897	4480	5906	2723	1521	938	77	68	88	45	51	0	0
BBa_J23103--apFAB954	15887	7593	5947	1222	590	290	90	116	0	0	38	1	0
BBa_J23115--JBEI_RBS	15874	4560	3001	0	4	22	265	2103	4484	1014	421	0	0
apFAB259--apFAB910	15859	4229	2791	736	1248	5427	1101	317	9	1	0	0	0
BBa_J23113--apFAB857	15849	4350	2662	2	15	76	1670	4670	1908	451	13	30	2
apFAB302--apFAB910	15845	3940	2658	3	4	23	126	1755	4669	2269	396	2	0
apFAB49--apFAB837	15841	2961	2045	0	0	24	41	63	1558	6652	2089	405	3
BBa_J23113--apFAB845	15836	3697	2416	76	51	268	3490	3822	1502	510	1	2	1
BBa_J23109--salis-4-10	15835	3397	2195	1	27	6	2	43	1610	5791	2170	575	18
BBa_J23118--apFAB889	15833	2839	1820	46	2	27	1	33	245	4941	4699	874	306
BBa_J23118--apFAB894	15829	3885	2524	3	15	611	2997	3967	1591	137	98	0	1
J23101--Anderson_RBS	15828	3430	2225	0	0	3	8	118	2666	5431	1944	3	0
apFAB312--apFAB866	15792	4718	4878	2461	1895	1523	148	75	0	93	0	1	0
apFAB115--apFAB876	15784	3031	2078	0	16	2	21	3	1	578	5334	4104	616
BBa_J23109--JBEI_RBS	15780	3123	2097	0	1	0	3	88	1830	6324	2164	149	1
BBa_J23115--apFAB901	15777	5721	5495	2247	1076	998	74	34	14	52	65	1	0
apFAB302--apFAB854	15774	3984	2653	41	94	691	2828	4327	881	222	48	2	3
BBa_J23118--apFAB821	15769	3578	2512	1018	1440	5644	1193	259	28	82	15	0	0
BBa_J23115--apFAB854	15768	6378	6624	1042	988	393	59	84	19	0	181	0	0
apFAB347--apFAB843	15767	3765	3025	817	1297	4665	1804	346	1	46	1	0	0
apFAB64--apFAB856	15758	2569	1782	10	1	4	12	61	695	6285	3654	683	2
apFAB104--BBa_J61109	15756	4953	5877	1996	1622	1020	32	97	5	149	1	0	4
apFAB306--BBa_J61139	15756	4301	5508	2708	1394	1406	209	126	42	0	62	0	0
apFAB109--BBa_J61119	15746	6587	5929	1824	668	484	0	0	65	188	0	1	0
apFAB345--BBa_J61110	15746	2799	1905	0	1	2	23	55	604	5949	3460	948	0
apFAB311--apFAB867	15744	6268	5864	1441	867	788	172	134	59	1	148	1	1
apFAB339--BBa_J61119	15742	3575	2992	1480	1744	4588	896	330	7	0	6	123	1
BBa_J23113--apFAB910	15730	3861	2597	0	42	819	3004	3944	1208	104	63	88	0
BBa_J23116--apFAB901	15718	4368	4894	2693	1943	1181	437	86	44	15	55	0	2
apFAB115--BBa_J61124	15702	3860	4026	1981	1870	3341	340	260	21	0	2	0	1
BBa_J23118--apFAB843	15702	5141	6381	1897	1133	673	204	59	43	0	171	0	0
apFAB150--apFAB904	15697	2271	1549	1	1	0	28	79	34	42	1137	9097	1458
apFAB302--apFAB851	15696	2965	1936	0	1	2	6	34	89	1765	4922	3743	233
apFAB277--BBa_J61100	15690	3383	2100	48	0	7	15	240	2720	4626	2081	470	0
BBa_J23104--apFAB872	15687	3981	2708	66	23	71	1199	4862	2094	476	27	180	0
BBa_J23102--apFAB865	15685	3271	2130	2	1	1	0	0	103	3169	5092	1762	154
apFAB312--BBa_J61119	15681	5693	5107	2316	1736	555	110	160	4	0	0	0	0
BBa_J23103--apFAB857	15660	7021	5794	1502	676	387	25	210	45	0	0	0	0
apFAB339--apFAB895	15649	4318	4438	2281	1674	2378	336	110	62	0	51	1	0
BBa_J23103--BBa_J61113	15646	7141	6143	1101	537	374	168	17	6	0	157	2	0
BBa_J23109--apFAB867	15645	4357	4838	3506	1594	905	233	19	61	72	46	13	1
apFAB317--apFAB903	15634	3629	2547	294	664	5077	2246	956	207	14	0	0	0
apFAB300--salis-2-3	15629	3808	2697	72	448	4577	3152	833	28	1	13	0	0
J23101--salis-4-10	15616	2857	1970	1	3	7	28	79	1898	5987	2418	367	1
BBa_J23115--apFAB876	15610	5154	5884	2095	1187	806	249	0	183	52	0	0	0
BBa_J23117--apFAB903	15603	7233	5519	1163	782	449	134	91	32	42	155	2	1
apFAB321--BBa_J61119	15601	4041	3157	2029	2168	2864	1065	146	64	55	12	0	0
apFAB115--apFAB868	15598	3943	2663	46	259	2770	3780	1322	607	208	0	0	0
apFAB104--BBa_J61119	15597	5755	5858	2108	968	477	199	232	0	0	0	0	0
apFAB130--B0034_RBS	15572	2680	1740	19	0	11	10	20	129	1630	4148	4258	927
apFAB339--apFAB889	15568	3713	2565	1	1	763	3663	4005	633	133	45	46	0
BBa_J23103--apFAB917	15563	6660	4969	1628	1088	512	210	158	1	246	56	35	0
BBa_J23105--apFAB857	15555	3614	2456	91	100	2990	3783	1849	573	97	1	1	0
BBa_J23100--BBa_J61120	15555	4027	2552	1	14	172	1721	4473	2147	419	29	0	0
apFAB63--apFAB868	15554	3536	2568	334	1037	5460	1655	844	101	0	18	1	0
J23101--BBa_J61110	15554	3877	2538	0	86	2240	3464	2792	190	0	316	0	51
apFAB62--apFAB871	15539	3940	4421	2599	2170	1886	417	56	19	29	0	2	0
apFAB77--BBa_J61112	15531	2879	1941	70	3	3	0	39	745	5661	2995	1041	154
apFAB312--Plotkin_RBS	15526	3655	2512	0	1	62	58	102	2896	4928	1137	174	1
apFAB311--BBa_J61136	15506	6413	5580	1928	832	452	99	135	0	0	67	0	0
apFAB302--salis-2-4	15496	2655	1676	1	0	1	18	7	99	3289	6452	1298	0
apFAB317--BBa_J61110	15494	5549	5834	1861	1107	823	14	215	20	0	71	0	0
apFAB125--BBa_J61132	15494	4489	5601	1528	1409	2035	207	79	39	0	106	0	1
apFAB342--apFAB831	15492	3373	2323	33	54	29	90	1224	5191	2555	597	23	0
BBa_J23115--apFAB862	15482	6163	4762	1550	1369	1179	221	110	66	59	1	1	1
apFAB322--apFAB837	15476	2451	1638	0	0	1	1	0	0	169	271	5548	5397
BBa_J23100--apFAB954	15475	2641	1784	58	0	68	0	0	33	182	1465	6604	2640
BBa_J23109--BBa_J61129	15469	6671	5838	1180	927	583	88	63	4	54	61	0	0
apFAB306--apFAB894	15464	3535	2315	51	31	114	1680	3616	3142	513	466	0	1
apFAB312--apFAB865	15458	3911	2713	4	125	1709	3601	2971	370	0	53	1	0
apFAB77--BBa_J61127	15452	2624	1935	0	0	2	0	1	8	202	2665	7065	950
apFAB277--BBa_J61129	15445	3682	3211	1068	1464	4526	886	481	39	20	68	0	0
apFAB77--BBa_J61110	15441	2497	1742	40	51	2	0	2	67	1709	4163	4249	919
apFAB338--BBa_J61127	15438	3478	2645	652	1773	5098	1236	295	99	1	161	0	0
apFAB311--apFAB843	15424	6066	5591	1525	808	812	44	214	0	0	364	0	0
BBa_J23102--apFAB892	15421	3279	2235	62	0	5	21	27	1843	5299	2419	227	4
J23101--BBa_J61119	15421	3896	2683	679	1028	5068	1429	465	27	0	1	145	0
apFAB62--apFAB864	15418	4174	3053	333	533	4032	1955	989	171	84	47	0	47
BBa_J23109--apFAB889	15412	3003	2124	4	0	4	7	8	305	5353	3777	827	0
apFAB277--apFAB834	15380	4187	2713	4	0	383	2075	4244	1428	223	122	1	0
apFAB311--apFAB834	15377	3883	2634	78	6	80	1261	4347	2734	270	81	1	2
BBa_J23103--apFAB831	15362	6774	5807	1284	861	319	34	0	36	29	217	0	1
BBa_J23106--apFAB872	15361	4410	4677	2357	1598	1771	142	30	27	39	1	189	120
apFAB339--apFAB832	15354	2645	1680	1	22	0	64	0	95	4203	4426	2123	95
BBa_J23113--apFAB904	15353	3690	2394	7	2	5	33	189	3553	3892	1412	175	1
BBa_J23108--apFAB865	15348	5756	4815	1983	1213	1039	186	87	61	2	63	143	0
apFAB342--apFAB820	15344	3141	2210	20	4	381	3791	3801	1408	243	265	80	0
apFAB104--apFAB912	15341	3782	2400	369	854	4605	2140	968	131	66	24	1	1
apFAB302--apFAB895	15337	3869	3163	1128	2012	4215	822	80	35	7	5	1	0
apFAB312--BBa_J61110	15336	3727	2571	137	357	3471	3136	1394	361	0	67	115	0
BBa_J23115--apFAB914	15323	6690	6011	1025	703	249	268	43	26	84	112	112	0
BBa_J23109--apFAB833	15322	4077	2724	0	3	55	4	430	4403	2907	614	105	0
BBa_J23102--BBa_J61119	15316	3981	4308	2278	1260	2874	490	74	0	1	50	0	0
BBa_J23106--apFAB904	15307	4056	2785	48	46	11	105	2162	4216	1572	303	3	0
apFAB338--apFAB954	15303	3657	2819	418	1224	4230	1705	970	112	139	28	1	0
apFAB300--BBa_J61113	15300	5484	5205	2120	1188	1057	142	85	0	0	19	0	0
apFAB58--BBa_J61132	15300	4362	5712	2278	1063	1576	139	89	0	0	79	1	1
apFAB87--B0030_RBS	15295	2726	1885	1	1	4	2	11	33	1021	3689	5263	659
BBa_J23115--BBa_J61128	15292	7622	5424	1004	800	124	38	159	0	0	121	0	0
apFAB300--BBa_J61106	15288	4594	5123	2231	1538	1486	143	91	43	0	39	0	0
BBa_J23118--apFAB923	15285	2659	1720	0	31	0	0	18	168	3459	4606	2345	279
BBa_J23104--BBa_J61125	15284	3550	2724	585	874	5864	1366	258	28	0	34	1	0
apFAB300--apFAB854	15283	6210	5661	1725	991	542	40	110	0	0	1	2	1
apFAB338--BBa_J61134	15278	3836	4083	1632	1917	3228	437	113	1	31	0	0	0
apFAB58--apFAB865	15275	4101	2772	0	5	27	200	1469	5103	1304	291	1	2
apFAB342--apFAB909	15273	3189	2199	5	25	143	1545	4814	2672	651	28	2	0
apFAB149--Invitrogen_RBS	15271	5267	6354	1785	979	651	132	100	0	1	1	0	1
apFAB312--BBa_J61125	15270	6007	6343	1820	669	195	57	178	0	0	0	1	0
BBa_J23114--apFAB901	15268	5323	5125	2150	1429	630	332	134	37	0	108	0	0
apFAB57--apFAB901	15249	3230	2294	0	1	1	3	43	2145	5689	1784	58	1
BBa_J23106--apFAB837	15247	3653	2261	4	26	4	245	2114	4803	1681	395	61	0
BBa_J23105--apFAB854	15243	5042	5883	2092	1414	485	143	80	8	0	95	0	1
apFAB62--BBa_J61132	15237	2683	1804	0	0	2	0	0	17	468	2297	6734	1232
apFAB302--BBa_J61109	15232	4233	3800	1870	1801	3089	181	228	27	0	3	0	0
BBa_J23113--apFAB866	15224	4367	5117	2180	1348	1523	296	144	30	27	192	0	0
BBa_J23116--BBa_J61111	15216	5152	5474	2588	814	894	96	38	0	1	159	0	0
apFAB104--apFAB865	15201	3893	2513	161	120	2852	2548	2872	186	54	0	2	0
apFAB115--BBa_J61106	15199	2810	1983	2	38	74	4	44	1396	6306	2218	322	2
apFAB306--apFAB821	15190	3736	2624	295	660	3980	2907	925	59	1	1	1	1
BBa_J23113--apFAB843	15185	6229	5877	1666	881	210	33	66	24	102	97	0	0
apFAB317--apFAB909	15179	3804	2634	2	0	566	3191	3468	725	154	250	373	12
BBa_J23104--apFAB843	15179	3783	3350	1899	2215	3416	351	154	0	0	0	11	0
apFAB312--BBa_J61124	15178	6400	5566	1475	952	474	78	49	14	0	170	0	0
apFAB321--BBa_J61132	15172	3589	2523	1	3	122	1882	3855	2739	175	282	1	0
apFAB339--BBa_J61127	15169	2754	2044	1	2	9	7	130	2047	5865	2195	115	0
apFAB323--apFAB821	15166	2332	1599	55	49	5	0	4	291	4148	4377	2125	181
BBa_J23105--apFAB844	15158	5466	5359	2271	1288	663	71	4	2	0	34	0	0
BBa_J23116--apFAB866	15158	6527	5550	1168	977	487	121	83	0	2	133	110	0
apFAB345--apFAB927	15153	2878	2004	25	0	3	8	29	2170	5538	2170	326	2
apFAB339--apFAB865	15144	2539	1663	0	1	4	0	17	91	3006	4774	2505	544
BBa_J23108--BBa_J61139	15143	7003	5548	1431	563	358	0	34	1	0	205	0	0
apFAB306--apFAB910	15143	3869	2662	1	1	8	154	2960	3881	1103	381	123	0
BBa_J23109--apFAB916	15139	2815	1918	3	0	6	17	35	340	4403	3697	1904	1
apFAB312--apFAB845	15135	3372	2455	616	678	5628	1752	631	0	0	2	0	1
apFAB306--apFAB954	15135	3839	2587	0	27	70	1336	4346	2630	236	2	62	0
apFAB149--GSG_RBS	15118	6510	5369	1062	962	664	112	134	0	0	305	0	0
apFAB312--apFAB923	15118	3333	2249	7	66	3	84	86	2009	4832	2345	104	0
apFAB62--BBa_J61131	15115	3588	2651	0	9	485	3082	4301	821	171	6	1	0
BBa_J23115--BBa_J61113	15113	6156	5533	1558	870	610	130	86	0	0	170	0	0
BBa_J23115--BBa_J61119	15107	6884	5527	1484	728	263	17	131	4	2	64	2	1
BBa_J23108--apFAB854	15102	5520	5424	2179	970	762	189	36	1	21	0	0	0
apFAB346--Anderson_RBS	15102	3187	2384	0	1	3	146	196	3242	5058	826	58	1
apFAB342--apFAB895	15101	3689	4117	2144	1742	2619	571	144	71	2	0	2	0
apFAB302--apFAB848	15091	2492	1579	2	1	3	16	15	63	2013	4307	4227	373
BBa_J23108--salis-4-7	15089	3839	3086	1346	2004	3342	1095	261	114	0	1	1	0
BBa_J23108--Plotkin_RBS	15082	3883	2733	462	769	3961	2223	965	84	0	1	1	0
BBa_J23108--Alon_RBS	15069	4095	2780	106	191	2844	3253	1502	245	0	0	52	1
BBa_J23103--apFAB871	15069	6735	5829	1271	619	330	52	49	0	81	101	1	1
apFAB317--apFAB890	15068	4755	5519	2122	1568	714	54	149	21	3	59	83	21
apFAB338--apFAB834	15068	2564	1767	1	40	5	2	128	78	3545	5319	1389	230
apFAB55--BBa_J61134	15066	5246	6331	1465	695	828	185	278	0	1	37	0	0
apFAB259--BBa_J61110	15056	6073	5205	1654	851	1078	0	90	0	0	105	0	0
BBa_J23116--apFAB820	15051	4749	5144	2057	1727	1010	122	80	51	0	111	0	0
apFAB66--apFAB872	15040	2954	1980	1	0	3	2	13	577	5928	2864	718	0
apFAB57--BBa_J61118	15028	3844	4783	2481	1850	1927	46	42	30	0	25	0	0
BBa_J23115--apFAB845	15027	5607	5749	2184	874	475	0	84	35	0	18	1	0
apFAB277--BBa_J61120	15019	4100	3781	2173	1569	2726	225	208	1	0	236	0	0
apFAB55--BBa_J61110	15007	3780	2774	545	1353	4491	1438	463	145	0	15	1	2
apFAB338--apFAB843	15006	5569	6095	1778	905	342	4	211	65	1	36	0	0
apFAB312--apFAB910	15004	3700	2409	79	137	2763	3954	1810	112	36	1	1	2
apFAB300--apFAB876	15004	4658	5606	2266	1579	698	145	1	1	1	48	1	0
apFAB124--apFAB917	15002	6048	5737	1578	906	266	0	167	88	53	158	0	1
BBa_J23104--BBa_J61118	14997	5730	4792	2029	1466	623	115	79	57	0	105	1	0
apFAB55--BBa_J61119	14995	3169	2793	875	1419	4941	1273	366	100	56	1	2	0
BBa_J23109--apFAB843	14987	6123	5721	1397	794	573	74	194	36	0	75	0	0
apFAB345--BBa_J61136	14979	2611	1804	0	1	3	0	26	1543	6491	2296	203	1
apFAB75--BBa_J61124	14979	3428	3043	1819	1829	3674	567	348	38	153	79	1	0
BBa_J23114--apFAB833	14978	3475	3651	2110	2559	2580	460	51	29	50	13	0	0
apFAB339--apFAB843	14973	4382	4643	1554	1630	1892	483	83	80	0	12	214	0
apFAB125--apFAB833	14971	2532	1642	0	1	92	0	6	30	188	932	7062	2486
apFAB311--BBa_J61119	14968	4917	5334	1895	1303	1320	65	118	15	0	0	1	0
apFAB115--apFAB904	14967	2312	1577	2	2	1	1	39	20	355	1086	7289	2283
BBa_J23113--Anderson_RBS	14964	4764	5481	1358	1710	1387	103	108	52	1	0	0	0
BBa_J23106--apFAB845	14955	3388	2385	220	554	4713	2575	1078	40	0	1	0	1
BBa_J23109--apFAB876	14942	4107	2737	24	6	686	2297	3644	1005	230	162	44	0
apFAB63--BBa_J61129	14935	3257	2766	1424	2076	4488	681	126	115	0	1	0	1
apFAB125--BBa_J61101	14934	3803	2808	1274	1297	4117	766	543	260	0	19	1	46
apFAB63--BBa_J61109	14931	4431	4902	2388	1419	1457	170	73	44	0	47	0	0
BBa_J23108--apFAB923	14926	4118	3827	1656	1751	3106	348	114	1	4	0	0	1
apFAB321--apFAB883	14926	2679	1807	0	1	2	3	19	1591	6134	2470	219	1
apFAB302--apFAB901	14923	3535	2420	2	0	11	8	275	3223	4270	812	366	1
BBa_J23108--apFAB864	14917	6896	5486	1350	752	343	0	0	17	0	73	0	0
apFAB259--apFAB872	14914	4968	5172	2561	1108	830	0	22	124	1	128	0	0
apFAB306--Alon_RBS	14913	2769	1844	1	0	6	3	10	411	6181	2923	585	180
apFAB339--apFAB827	14911	2355	1724	2	24	1	17	41	317	5720	4171	516	23
apFAB342--apFAB904	14900	2472	1742	1	0	40	61	12	75	3269	5211	1550	467
apFAB75--apFAB871	14899	3832	4478	2452	1747	1605	351	54	62	77	68	61	112
BBa_J23116--BBa_J61127	14896	4971	4747	2633	1289	988	110	51	0	0	107	0	0
apFAB58--BBa_J61130	14889	4283	4774	1836	1600	1866	285	125	0	0	120	0	0
apFAB76--apFAB954	14886	2242	1563	0	2	1	2	1	42	904	4487	4648	994
apFAB338--BBa_J61119	14880	3205	2890	1566	2020	3920	592	264	1	30	217	175	0
apFAB346--apFAB844	14873	3797	2493	1	71	1601	3762	2390	550	104	39	65	0
apFAB311--apFAB901	14872	5487	5188	1945	905	834	148	218	48	0	56	43	0
apFAB277--Bujard_RBS	14870	2586	1679	1	1	7	12	16	312	3797	5064	1240	155
apFAB78--apFAB903	14866	3583	2402	3	85	801	3876	3154	411	312	31	207	1
apFAB109--apFAB851	14865	6314	5245	1430	784	717	69	46	70	0	190	0	0
BBa_J23103--BBa_J61131	14863	6645	5766	1205	555	276	160	131	0	0	124	1	0
BBa_J23100--apFAB872	14862	3829	2565	33	0	14	35	436	4146	3013	746	44	1
apFAB55--apFAB833	14857	2293	1667	5	0	1	1	3	62	520	3019	7131	155
BBa_J23113--apFAB903	14855	3948	2849	902	1309	4184	1273	338	50	0	0	2	0
apFAB64--apFAB876	14854	2494	1657	1	2	1	1	2	3	30	1428	7300	1935
BBa_J23115--BBa_J61124	14851	7102	5413	1115	439	478	33	124	0	0	146	0	1
apFAB114--apFAB889	14842	6709	5650	982	657	434	32	139	89	2	148	0	0
apFAB346--BBa_J61108	14826	3102	2155	1	2	5	0	114	2116	4974	2356	1	0
BBa_J23105--apFAB872	14825	5124	5486	1916	1272	731	68	56	154	0	18	0	0
apFAB75--BBa_J61131	14822	3158	2493	190	751	4128	2827	1113	63	99	0	0	0
apFAB346--BBa_J61101	14818	3390	3437	2196	1512	3743	343	146	11	0	0	40	0
apFAB63--BBa_J61127	14816	4133	4051	2776	2461	1190	125	70	9	0	0	0	1
apFAB300--BBa_J61125	14816	6094	5572	1414	768	633	38	155	112	29	1	0	0
apFAB347--apFAB883	14815	2437	1796	0	1	1	10	10	962	6708	2687	202	1
apFAB306--BBa_J61137	14812	3460	2335	152	296	2785	3356	2021	264	115	28	0	0
BBa_J23117--BBa_J61119	14812	7485	5186	875	703	247	0	158	8	1	148	1	0
BBa_J23113--BBa_J61110	14811	5739	5582	1856	820	544	45	30	6	0	189	0	0
apFAB57--apFAB868	14808	4793	5689	1328	1864	718	222	126	2	6	59	0	1
BBa_J23105--BBa_J61134	14803	5886	5819	1784	723	425	62	58	0	13	33	0	0
BBa_J23108--apFAB827	14803	4148	3995	2945	1802	1355	430	15	1	73	38	1	0
BBa_J23117--apFAB917	14799	5929	5785	1470	663	565	102	66	24	10	78	107	0
BBa_J23102--apFAB856	14796	2289	1524	3	0	3	13	2	210	4621	4009	2121	1
apFAB149--B0030_RBS	14787	4726	5070	2160	1425	951	171	63	70	28	123	0	0
apFAB322--BBa_J61132	14784	2451	1593	36	1	0	1	0	2	1577	4678	4445	0
apFAB338--BBa_J61126	14783	3438	3044	823	1382	3860	1451	713	40	15	16	1	0
BBa_J23108--apFAB895	14777	5727	5747	1649	962	353	121	133	0	1	83	1	0
apFAB87--apFAB954	14774	3023	2198	37	305	3396	3846	1810	120	37	0	2	0
apFAB259--apFAB821	14769	4549	4707	2496	1691	998	70	165	42	0	51	0	0
apFAB323--apFAB856	14766	2394	1662	0	0	1	25	0	7	16	1324	7630	1707
BBa_J23109--apFAB856	14764	3870	2932	453	990	4321	1565	466	98	59	9	1	0
apFAB338--apFAB914	14761	3599	2831	1277	2256	3772	820	129	15	16	46	0	0
apFAB78--BBa_J61120	14752	4076	2708	4	36	1195	3370	2863	387	94	19	0	0
apFAB125--BBa_J61113	14744	3616	2442	1	17	266	1888	4062	1856	283	34	278	1
apFAB104--apFAB910	14744	3533	2471	0	231	2111	3004	2942	273	169	8	0	2
apFAB125--BBa_J61118	14741	3631	3206	1549	1759	3904	483	131	20	0	56	0	2
apFAB109--apFAB901	14735	6356	5367	1527	515	618	235	22	0	5	88	1	1
BBa_J23100--BBa_J61134	14731	3472	2394	199	162	2087	3566	2110	526	180	33	1	1
apFAB323--apFAB954	14726	2317	1726	2	1	1	1	0	6	23	203	5119	5327
apFAB322--apFAB864	14723	4893	5505	1893	1347	923	110	19	33	0	0	0	0
BBa_J23108--BBa_J61120	14722	6396	5500	1310	798	467	119	18	0	0	114	0	0
BBa_J23115--apFAB917	14721	3819	3002	664	1393	4049	1286	417	1	87	0	3	0
apFAB346--apFAB904	14717	2498	1677	2	0	22	4	5	4	214	2062	7007	1222
apFAB302--apFAB871	14716	5670	5598	1455	1078	699	96	36	25	1	58	0	0
BBa_J23116--apFAB863	14713	4481	4671	2473	1343	1415	150	103	0	2	74	1	0
BBa_J23104--apFAB903	14709	3750	2443	2	22	377	3451	3789	803	2	3	3	64
