Name	Total	Bin 1	Bin 2	Bin 3	Bin 4	Bin 5	Bin 6	Bin 7	Bin 8	Bin 9	Bin 10	Bin 11	Bin 12
apFAB311--BBa_J61136	7040	1395	2132	1928	832	452	99	135	0	0	67	0	0
BBa_J23116--Bujard_RBS	7040	30	2	66	210	1199	2439	2496	556	41	1	0	0
J23101--apFAB895	7039	31	0	58	34	629	2538	3170	576	0	0	2	1
apFAB342--apFAB889	7036	1	2	17	3	1	166	1622	3429	1349	150	295	1
apFAB321--BBa_J61106	7035	8	27	0	1	0	3	5	56	3853	2588	493	1
BBa_J23108--apFAB895	7034	1123	2608	1649	962	353	121	133	0	1	83	1	0
apFAB55--apFAB854	7032	14	1	1	87	943	2801	2214	600	88	102	161	20
apFAB77--BBa_J61119	7030	0	2	0	0	0	4	211	1959	4109	527	216	2
BBa_J23106--BBa_J61134	7029	1014	2578	1533	975	405	61	181	0	95	187	0	0
apFAB58--apFAB843	7029	568	2773	1600	1296	544	105	21	42	0	79	0	1
apFAB259--apFAB827	7029	13	144	154	602	3989	1373	666	23	0	2	62	1
apFAB78--BBa_J61109	7028	92	572	1306	1423	2890	641	49	39	16	0	0	0
apFAB140--apFAB922	7026	61	727	1045	1319	2971	706	100	48	49	0	0	0
apFAB75--BBa_J61122	7025	0	1	1	3	0	0	27	88	1465	3522	1918	0
apFAB322--apFAB894	7022	16	70	33	1	39	291	2256	3082	706	525	2	1
BBa_J23113--apFAB831	7021	3	0	0	2	29	1	157	2014	3462	1159	194	0
apFAB63--apFAB883	7020	23	0	0	1	64	289	2298	2982	1245	117	1	0
apFAB124--BBa_J61108	7018	1828	2483	1275	570	520	86	83	1	24	146	2	0
apFAB346--BBa_J61137	7015	4	0	35	0	186	64	654	3021	2608	441	1	1
apFAB312--apFAB848	7015	11	2	1	12	13	3	561	3195	2342	653	222	0
apFAB109--BBa_J61119	7014	1374	2410	1824	668	484	0	0	65	188	0	1	0
apFAB125--BBa_J61111	7013	657	2014	1820	1432	693	96	159	0	0	141	1	0
apFAB56--apFAB883	7012	0	2	0	0	1	0	1	53	934	2984	2782	255
apFAB259--apFAB909	7012	57	209	345	696	3511	1594	336	158	0	106	0	0
apFAB342--BBa_J61125	7011	351	2050	2066	1227	896	188	134	1	0	14	0	84
apFAB317--apFAB826	7009	1	3	0	31	1825	2930	1923	259	1	1	35	0
apFAB129--apFAB901	7009	15	0	529	563	3364	1673	794	66	1	0	3	1
apFAB321--apFAB892	7008	29	0	1	35	10	1	204	2421	3307	850	149	1
apFAB321--apFAB851	7008	0	1	0	0	3	0	1	0	55	411	4652	1885
apFAB339--apFAB883	7007	3	0	35	0	2	14	73	1981	3663	1122	114	0
apFAB64--apFAB833	7004	16	0	0	1	21	1	0	11	36	41	1225	5652
BBa_J23100--BBa_J61122	7003	16	36	31	25	1	0	0	19	1006	3715	1415	739
apFAB347--apFAB917	7002	7	0	0	0	1	0	1	6	25	26	452	6484
apFAB342--BBa_J61127	6998	2	27	1	0	1	0	5	15	1530	3722	1479	216
apFAB347--apFAB918	6997	9	38	99	235	2886	2072	1376	99	0	46	56	81
apFAB55--BBa_J61118	6993	690	2561	1695	1125	649	109	69	87	1	3	4	0
BBa_J23105--BBa_J61110	6992	1039	2802	1451	1079	519	0	71	29	2	0	0	0
apFAB130--apFAB889	6992	58	523	1015	1428	3002	593	370	0	1	1	1	0
apFAB312--apFAB864	6991	1701	2109	1410	1130	332	126	126	34	0	22	0	1
J23101--apFAB914	6991	12	3	61	86	1405	2548	2488	373	0	15	0	0
BBa_J23100--apFAB857	6988	2	43	19	1	2	0	0	3	23	652	4762	1481
apFAB65--BBa_J61131	6988	0	2	28	76	1	3	172	2387	3080	1180	6	53
BBa_J23109--BBa_J61100	6988	44	515	928	1212	2926	800	285	149	104	25	0	0
apFAB64--apFAB964	6987	2	18	106	307	3238	1940	949	202	30	10	184	1
apFAB75--apFAB826	6987	0	43	2	4	6	26	2	890	3838	1949	133	94
apFAB75--apFAB860	6984	13	0	3	1	2	20	39	668	4560	1385	290	3
apFAB67--BBa_J61134	6984	14	0	1	0	1	0	2	1261	4003	1219	483	0
BBa_J23115--apFAB843	6983	1585	1867	2111	640	501	137	25	0	0	115	2	0
apFAB129--apFAB845	6978	62	361	785	1383	3496	651	177	17	0	44	1	1
apFAB78--BBa_J61130	6977	43	0	18	1	278	2277	3610	715	20	15	0	0
apFAB65--BBa_J61136	6975	1	0	0	0	0	0	0	0	111	454	5241	1168
apFAB259--apFAB844	6974	825	1883	1992	868	1127	122	148	0	9	0	0	0
apFAB347--apFAB831	6972	0	0	0	0	1	0	5	5	178	996	4788	999
apFAB323--BBa_J61103	6971	187	962	1596	1513	2178	279	30	103	0	57	66	0
apFAB302--BBa_J61118	6970	385	1266	1865	1594	1335	195	128	66	63	48	25	0
apFAB58--BBa_J61134	6970	997	2487	1834	1208	198	169	76	0	0	0	1	0
apFAB339--apFAB833	6965	13	0	0	37	0	0	7	2	44	78	3160	3624
apFAB312--BBa_J61124	6965	1474	2279	1475	952	474	78	49	14	0	170	0	0
BBa_J23108--BBa_J61113	6964	1186	2664	1647	704	364	81	194	0	1	22	100	1
apFAB259--apFAB837	6963	10	1	1	7	242	1243	3715	1511	232	0	1	0
apFAB104--salis-4-4	6961	7	1	1	83	769	2265	3320	467	40	7	1	0
apFAB58--BBa_J61109	6960	43	68	144	213	3067	2412	658	280	73	1	0	1
apFAB77--apFAB844	6960	3	1	3	0	1	2	128	1654	3926	1074	167	1
BBa_J23104--salis-4-7	6959	6	0	1	0	0	1	3	6	401	3258	3111	172
apFAB338--BBa_J61130	6959	266	1065	2032	1411	1529	448	84	24	75	24	1	0
apFAB65--apFAB821	6959	0	1	1	0	7	0	1	1353	3695	1787	114	0
apFAB63--apFAB821	6958	3	3	1	28	410	2012	3240	942	282	35	2	0
apFAB63--Anderson_RBS	6958	1	0	1	25	5	785	2549	2811	761	17	3	0
apFAB317--BBa_J61103	6956	51	526	581	1145	3252	686	353	150	188	24	0	0
apFAB342--BBa_J61103	6955	8	37	1	70	1625	2798	2100	315	1	0	0	0
apFAB259--apFAB832	6952	5	468	489	921	3486	1198	291	55	0	39	0	0
apFAB150--apFAB821	6951	0	1	2	128	502	1551	3325	1280	161	1	0	0
BBa_J23109--BBa_J61129	6949	1505	2484	1180	927	583	88	63	4	54	61	0	0
apFAB104--apFAB854	6946	233	1478	1689	1517	1801	129	53	19	25	1	1	0
J23101--apFAB839	6946	2	0	7	0	0	2	0	7	43	249	4882	1754
apFAB114--BBa_J61106	6944	1110	2453	1906	1039	288	18	45	0	0	37	47	1
apFAB63--apFAB843	6943	371	1692	2782	1073	711	84	60	0	55	115	0	0
apFAB322--apFAB863	6942	2	0	0	76	14	4	17	37	1429	2810	2413	140
apFAB61--BBa_J61119	6942	3	1	0	0	0	1	1	8	909	2623	3064	332
apFAB338--salis-4-10	6940	19	65	1	1	135	902	2604	2611	601	0	0	1
apFAB103--BBa_J61132	6940	1	0	0	0	33	0	1	224	3714	2558	407	2
BBa_J23100--BBa_J61131	6939	142	1275	1486	1725	1778	296	18	87	68	62	1	1
apFAB104--apFAB827	6937	5	3	4	2	212	901	3440	1910	399	11	50	0
BBa_J23113--apFAB832	6937	1	0	1	1	215	1844	3755	1113	1	6	0	0
BBa_J23103--apFAB837	6935	1660	2590	1458	494	663	25	0	1	1	41	1	1
BBa_J23117--apFAB917	6935	1107	2743	1470	663	565	102	66	24	10	78	107	0
apFAB277--apFAB869	6934	990	2592	2080	868	266	2	78	0	58	0	0	0
apFAB66--BBa_J61101	6929	48	327	528	1292	3732	665	255	68	0	14	0	0
BBa_J23118--apFAB861	6927	13	1	3	4	13	123	551	3166	2341	553	159	0
apFAB78--apFAB856	6926	9	1	0	106	471	2868	2741	632	1	35	62	0
apFAB338--BBa_J61136	6923	27	160	531	1632	2665	1294	336	16	64	198	0	0
apFAB64--apFAB916	6923	11	3	1	0	2	1	2	2	28	589	4878	1406
apFAB65--BBa_J61109	6920	1	2	2	2	0	0	4	34	1009	2785	3081	0
apFAB346--salis-2-4	6919	17	0	0	1	0	2	13	2	1350	2981	2360	193
BBa_J23115--apFAB839	6918	1076	2621	1823	837	292	118	95	15	0	41	0	0
BBa_J23107--BBa_J61129	6918	454	1636	1707	1454	1150	306	51	1	95	64	0	0
apFAB339--apFAB861	6911	19	30	0	1	1	10	0	88	1661	3495	1400	206
apFAB321--apFAB890	6911	647	1827	1442	1470	1274	230	1	9	0	11	0	0
apFAB339--BBa_J61125	6908	195	985	1826	1030	2306	355	47	70	16	78	0	0
apFAB75--apFAB903	6907	0	1	2	0	32	516	3547	2305	373	131	0	0
apFAB55--apFAB845	6901	1	55	0	80	1310	2920	2121	319	2	32	61	0
apFAB58--apFAB927	6900	1	59	29	44	1246	2984	2070	412	0	55	0	0
apFAB322--apFAB884	6900	28	5	0	1	4	0	6	13	16	571	4806	1450
BBa_J23116--salis-1-3	6899	250	1517	2120	1287	1518	58	74	1	34	40	0	0
J23101--BBa_J61124	6898	361	1885	1824	1143	1355	147	71	110	0	0	2	0
apFAB346--BBa_J61104	6898	24	751	1133	1271	2430	647	310	58	64	0	209	1
BBa_J23115--apFAB844	6897	1685	2412	1542	613	197	3	63	1	0	100	281	0
BBa_J23115--apFAB856	6895	1028	2209	1558	1094	727	162	1	0	51	63	0	2
apFAB63--BBa_J61108	6893	8	30	14	59	2029	3137	1424	52	82	56	1	1
apFAB321--BBa_J61104	6893	4	1	215	472	2829	2122	984	230	10	26	0	0
apFAB65--apFAB894	6890	3	1	2	0	40	1	28	30	327	1264	4864	330
apFAB259--BBa_J61113	6889	1038	1999	2039	1012	605	143	22	29	0	0	2	0
BBa_J23108--apFAB892	6889	604	2433	1169	1078	1323	99	115	20	0	46	1	1
apFAB306--BBa_J61126	6888	44	456	683	1124	3213	902	465	0	1	0	0	0
BBa_J23104--apFAB844	6888	20	106	9	15	714	2366	2591	967	100	0	0	0
J23101--apFAB827	6887	0	0	28	0	86	1	2	42	1582	2977	1763	406
apFAB61--apFAB871	6887	42	365	1108	1022	3484	582	178	19	76	5	0	6
apFAB104--apFAB834	6886	3	0	0	1	3	3	254	2507	3061	1050	3	1
apFAB323--BBa_J61113	6886	20	43	4	7	546	2769	2933	460	2	75	0	27
apFAB67--BBa_J61120	6883	16	0	5	0	1	1	0	111	3808	2048	823	70
BBa_J23109--apFAB843	6877	1277	2457	1397	794	573	74	194	36	0	75	0	0
apFAB63--BBa_J61134	6873	584	2281	1323	1499	845	136	58	0	0	147	0	0
apFAB78--apFAB914	6872	26	338	828	1003	3482	913	224	57	0	0	0	1
apFAB58--apFAB826	6871	1	0	0	2	83	1123	3048	2354	228	28	3	1
apFAB150--apFAB831	6871	4	2	0	0	0	1	49	755	3643	1806	611	0
BBa_J23107--apFAB890	6870	364	1494	2338	1116	1164	252	102	0	40	0	0	0
apFAB306--apFAB918	6870	111	574	1338	1393	2427	720	240	1	1	64	0	1
apFAB317--apFAB865	6869	17	1	0	1	59	1180	3814	1640	154	2	0	1
apFAB302--apFAB869	6867	410	1614	2163	1084	1176	116	20	26	109	149	0	0
apFAB92--apFAB894	6866	3	0	0	0	59	0	28	313	3976	1993	480	14
apFAB345--apFAB844	6866	6	84	1	14	0	70	1384	3441	1626	152	40	48
apFAB66--BBa_J61130	6866	74	52	48	218	2957	2188	1128	61	140	0	0	0
apFAB36--apFAB872	6866	47	31	0	19	0	0	1	18	719	2482	3031	518
apFAB347--BBa_J61109	6864	2	3	4	1	76	227	1782	3724	768	274	2	1
apFAB312--apFAB884	6863	11	3	3	5	44	4	158	2454	2932	1019	230	0
apFAB75--BBa_J61129	6861	0	19	1	0	7	101	1361	3418	1492	462	0	0
apFAB312--apFAB833	6861	9	2	2	11	12	274	713	4100	1372	365	0	1
apFAB300--salis-4-4	6860	271	840	1141	1359	2718	411	119	0	0	0	0	1
BBa_J23119--apFAB884	6860	1	1	0	1	0	1	2	116	3122	2650	966	0
apFAB104--BBa_J61115	6859	75	339	1196	1761	2876	267	345	0	0	0	0	0
BBa_J23100--BBa_J61112	6859	26	110	74	17	2	9	5	1126	3389	1733	368	0
apFAB317--BBa_J61130	6857	212	1717	1660	1850	1075	243	0	33	0	39	28	0
apFAB77--apFAB904	6857	3	2	19	0	2	0	0	3	6	37	100	6685
apFAB109--apFAB851	6856	1522	2028	1430	784	717	69	46	70	0	190	0	0
apFAB311--salis-1-1	6854	9	2	0	26	3	17	32	1534	4103	1127	0	1
apFAB58--BBa_J61110	6854	21	9	0	0	145	2313	3204	1132	0	29	0	1
apFAB87--apFAB909	6854	8	269	656	820	3529	1185	297	39	9	41	1	0
apFAB302--apFAB892	6850	21	4	50	29	420	2681	2755	729	31	2	128	0
apFAB75--apFAB862	6849	12	1	33	40	45	37	150	429	4216	1846	32	8
apFAB306--BBa_J61108	6848	14	50	67	172	3039	2123	1204	163	0	3	13	0
apFAB311--apFAB856	6848	438	1760	1712	1189	1231	261	182	38	0	34	0	3
apFAB109--apFAB895	6846	1579	2705	1182	697	563	0	27	39	0	54	0	0
apFAB58--BBa_J61112	6846	1	1	21	44	944	2242	2957	601	1	1	33	0
apFAB311--JBEI_RBS	6844	0	1	0	0	59	0	6	20	144	1394	3636	1584
apFAB345--BBa_J61113	6844	17	0	1	19	1	0	0	1	112	675	5517	501
apFAB338--BBa_J61113	6843	6	145	88	318	2070	2182	1923	26	0	85	0	0
apFAB64--BBa_J61131	6840	86	588	621	1644	2912	595	341	53	0	0	0	0
BBa_J23118--BBa_J61106	6835	27	208	300	812	3724	1167	422	52	38	83	1	1
apFAB312--apFAB857	6834	3	5	3	3	1	656	1868	3308	855	132	0	0
apFAB339--apFAB868	6833	18	38	126	96	2684	2335	1173	5	355	2	0	1
J23101--apFAB868	6832	34	52	59	512	4061	1649	346	115	1	3	0	0
BBa_J23102--BBa_J61120	6829	93	535	1730	1286	2780	265	137	1	0	0	2	0
J23101--BBa_J61103	6828	117	593	1092	1166	3190	594	68	0	1	7	0	0
apFAB65--apFAB866	6828	0	20	0	0	1	9	15	1201	4089	1489	4	0
BBa_J23115--salis-4-4	6825	1234	1856	2031	742	341	122	237	0	1	260	1	0
apFAB341--apFAB856	6824	7	1	0	1	0	0	6	1	3	391	4670	1744
apFAB64--apFAB901	6823	0	1	1	1	2	0	5	11	1536	3159	1887	220
apFAB125--apFAB844	6823	11	61	2	2	34	979	3918	1546	269	1	0	0
apFAB342--apFAB871	6822	1257	2700	1183	882	422	173	94	52	1	40	18	0
apFAB277--apFAB833	6821	4	60	7	44	285	1666	2992	1635	56	71	1	0
apFAB302--Anderson_RBS	6819	27	41	0	14	206	1104	3479	1688	258	0	1	1
apFAB150--BBa_J61119	6818	3	13	64	126	1195	2683	2140	421	97	76	0	0
apFAB306--BBa_J61124	6816	851	2785	1536	852	414	112	146	75	0	44	1	0
apFAB311--BBa_J61104	6814	463	1830	1754	1290	1204	79	144	0	1	49	0	0
apFAB129--apFAB894	6813	33	211	724	838	3653	881	430	43	0	0	0	0
BBa_J23103--apFAB876	6812	1947	2506	1132	819	268	20	73	0	46	1	0	0
apFAB302--apFAB843	6810	918	2207	1637	951	787	114	22	0	0	1	173	0
apFAB311--apFAB914	6809	806	2457	1562	1049	637	175	38	1	0	82	0	2
apFAB114--BBa_J61128	6807	1445	2061	1541	735	885	48	56	0	0	36	0	0
BBa_J23103--apFAB857	6807	1704	2258	1502	676	387	25	210	45	0	0	0	0
apFAB48--apFAB901	6806	10	205	0	0	49	0	1	12	222	978	4769	560
BBa_J23113--apFAB884	6804	2	4	1	1	58	105	1121	3635	1608	269	0	0
apFAB347--BBa_J61126	6804	3	1	0	0	2	0	1	92	2123	2791	1791	0
BBa_J23102--apFAB917	6804	10	0	0	0	1	2	0	8	0	51	2054	4678
apFAB347--apFAB821	6803	22	448	643	1237	3227	801	338	1	25	33	28	0
apFAB64--BBa_J61139	6802	202	2040	2012	1077	1110	166	42	0	119	34	0	0
apFAB277--salis-4-7	6802	7	194	92	372	3074	2159	836	66	0	1	0	1
apFAB114--apFAB872	6798	1735	2449	1310	790	262	12	121	53	0	66	0	0
apFAB339--apFAB866	6796	5	1	0	14	1037	2911	2121	496	207	0	1	3
apFAB68--apFAB869	6793	11	2	0	0	43	1	0	135	3234	2233	1133	1
apFAB55--BBa_J61130	6789	577	2044	1304	1547	1012	53	111	33	77	3	28	0
apFAB306--apFAB851	6789	5	0	0	2	4	4	7	643	3567	2272	285	0
apFAB306--BBa_J61107	6787	175	983	1360	1436	2298	340	119	5	2	69	0	0
apFAB58--apFAB845	6784	43	4	1	14	182	1725	3668	978	99	69	1	0
apFAB311--BBa_J61100	6783	24	205	6	39	101	889	2612	2436	351	0	120	0
BBa_J23105--salis-4-7	6782	7	182	140	435	3324	1919	675	63	35	1	1	0
apFAB347--BBa_J61137	6781	3	1	2	0	1	1	245	2325	3212	643	348	0
apFAB66--BBa_J61134	6780	9	0	40	24	436	2268	2937	597	414	20	0	35
apFAB345--apFAB866	6778	12	0	0	2	3	98	2112	3522	730	139	160	0
apFAB338--apFAB827	6777	12	98	86	51	424	3008	2565	404	126	1	2	0
BBa_J23116--apFAB917	6776	18	285	473	778	3735	1154	333	0	0	0	0	0
BBa_J23119--apFAB866	6775	0	61	0	0	0	0	24	53	1472	3368	1216	581
apFAB347--apFAB861	6773	1	4	2	0	1	2	5	14	33	1238	4823	650
apFAB321--apFAB866	6772	9	0	298	568	3412	1673	458	139	5	67	143	0
apFAB32--GSG_RBS	6772	0	0	0	0	14	2	1	50	1082	3974	1622	27
apFAB341--apFAB964	6771	12	1	1	1	39	1482	3446	1130	521	79	1	58
apFAB311--apFAB862	6771	502	1936	1734	1281	1031	82	198	5	2	0	0	0
apFAB82--apFAB843	6770	307	1630	1913	1359	1367	119	53	0	16	6	0	0
BBa_J23102--apFAB845	6770	26	1	2	1	1	1	79	876	4492	1289	2	0
apFAB63--BBa_J61118	6770	375	1532	1517	1512	1452	201	125	52	3	1	0	0
lacUV5--apFAB831	6769	26	0	32	13	0	1	6	1339	3524	1522	306	0
BBa_J23105--apFAB831	6766	25	54	504	680	4033	1073	311	5	43	36	2	0
BBa_J23109--apFAB837	6765	27	63	34	0	1	106	1374	3858	1282	20	0	0
apFAB339--BBa_J61120	6764	43	79	71	25	381	2728	2651	428	245	1	111	1
apFAB149--GSG_RBS	6764	1559	1966	1062	962	664	112	134	0	0	305	0	0
apFAB302--BBa_J61107	6760	463	1918	1709	1103	1346	119	11	89	0	2	0	0
BBa_J23105--apFAB848	6759	10	34	61	91	2022	3071	1216	29	91	50	84	0
BBa_J23102--apFAB848	6759	1	1	1	22	0	0	0	24	935	3656	2119	0
BBa_J23109--apFAB909	6758	0	25	46	331	3319	2408	511	90	1	26	1	0
apFAB302--apFAB964	6756	494	2346	1606	1209	788	76	57	79	1	100	0	0
apFAB104--BBa_J61104	6756	443	1789	2018	1515	878	33	71	7	0	2	0	0
BBa_J23116--apFAB884	6753	20	45	678	597	3357	1436	546	23	47	3	0	1
apFAB341--apFAB901	6752	6	0	0	0	138	2	0	1	27	1240	4403	935
BBa_J23106--Anderson_RBS	6752	24	108	345	414	2684	2193	866	52	66	0	0	0
apFAB129--apFAB857	6751	33	19	42	6	573	1990	3123	834	70	49	1	11
BBa_J23100--apFAB894	6748	0	26	0	0	0	0	3	55	1624	3080	1960	0
BBa_J23119--apFAB894	6747	0	1	1	0	0	0	1	12	33	418	5162	1119
BBa_J23108--BBa_J61124	6746	1717	2201	1440	919	158	43	149	1	48	70	0	0
apFAB346--BBa_J61110	6744	1019	2161	1946	748	333	139	125	37	0	235	1	0
apFAB66--apFAB845	6743	0	1	1	1	0	8	0	1	105	528	5015	1083
apFAB311--apFAB923	6743	11	65	89	256	1752	2544	1480	542	1	1	2	0
BBa_J23116--BBa_J61103	6740	1260	1997	1667	941	594	22	38	19	80	122	0	0
apFAB55--apFAB901	6740	5	0	1	1	6	2	436	2728	3029	531	1	0
apFAB306--BBa_J61104	6739	0	3	63	17	1418	2752	2316	168	0	0	2	0
BBa_J23115--apFAB914	6739	1554	2563	1025	703	249	268	43	26	84	112	112	0
apFAB78--apFAB854	6738	333	1185	2219	1212	1353	46	30	94	106	160	0	0
apFAB312--apFAB927	6738	160	1260	1826	1201	1741	463	32	51	0	1	3	0
apFAB346--BBa_J61139	6738	271	1358	1751	1380	1555	311	80	5	6	21	0	0
apFAB317--BBa_J61129	6738	16	34	20	43	1365	2741	2328	72	1	47	71	0
BBa_J23118--apFAB826	6735	155	973	1287	1426	2084	510	184	0	84	31	0	1
BBa_J23100--apFAB845	6734	1	0	0	0	2	0	6	34	2076	3191	1421	3
apFAB67--BBa_J61119	6734	17	2	2	129	2332	3137	1078	29	0	0	1	7
apFAB58--BBa_J61120	6733	30	59	397	828	3583	1302	507	20	0	7	0	0
apFAB322--BBa_J61130	6733	46	46	63	203	2040	2386	1653	239	0	1	56	0
apFAB277--apFAB927	6733	222	1282	1987	1522	1376	171	94	1	75	1	0	2
apFAB317--BBa_J61113	6732	13	0	0	0	40	987	2960	2192	363	176	1	0
apFAB56--BBa_J61125	6731	11	1	115	155	3497	2026	816	91	0	0	0	19
apFAB92--apFAB865	6730	6	2	0	1	2	0	40	66	2506	3174	801	132
apFAB311--BBa_J61107	6730	1100	2163	1376	946	639	93	228	11	0	173	1	0
apFAB98--apFAB903	6730	66	441	777	1148	3299	601	261	40	38	56	1	2
apFAB322--BBa_J61103	6729	2	1	2	17	659	2563	2651	647	160	27	0	0
apFAB150--apFAB872	6729	4	62	62	1	148	1767	3146	1364	85	89	0	1
apFAB311--apFAB826	6728	129	753	1406	1011	2624	567	178	0	59	1	0	0
apFAB109--apFAB901	6726	1608	2106	1527	515	618	235	22	0	5	88	1	1
BBa_J23102--BBa_J61101	6726	277	1188	1734	1481	1719	153	173	0	0	1	0	0
apFAB322--apFAB918	6725	10	320	339	435	3132	1999	205	28	78	38	140	1
apFAB259--apFAB923	6724	19	4	98	304	1992	2334	1417	461	21	74	0	0
BBa_J23105--Plotkin_RBS	6723	4	42	1	0	606	2493	3007	529	40	0	1	0
apFAB345--apFAB860	6723	21	28	0	1	2	2	7	422	4328	1718	128	66
apFAB104--apFAB857	6722	43	9	34	27	1323	3015	2005	258	2	3	1	2
apFAB30--apFAB894	6720	6	0	0	1	0	0	16	175	2379	3116	917	110
BBa_J23115--salis-1-3	6719	1	0	0	4	169	1135	3028	2026	272	83	1	0
BBa_J23102--apFAB890	6715	6	46	1	0	252	2366	3171	689	93	90	1	0
apFAB277--apFAB890	6715	454	1899	2646	810	654	68	38	0	86	60	0	0
apFAB78--BBa_J61111	6715	15	0	0	4	1	0	0	41	1544	3380	1730	0
apFAB302--BBa_J61112	6714	7	1	43	24	603	2564	3020	391	60	1	0	0
apFAB66--apFAB856	6714	2	1	1	0	0	0	1	2	43	1130	3881	1653
apFAB58--BBa_J61133	6714	834	2538	1676	795	429	63	184	23	0	170	1	1
apFAB345--BBa_J61104	6710	0	0	2	0	0	0	0	17	782	2992	2194	723
apFAB50--apFAB918	6709	19	32	0	2	0	2	28	192	3064	2367	1000	3
BBa_J23102--apFAB903	6709	1	1	3	2	122	625	2277	3167	473	37	0	1
lacUV5--apFAB917	6707	0	1	1	0	0	2	1	1	185	1862	3842	812
BBa_J23109--apFAB834	6706	0	3	0	0	31	105	1314	3693	1113	446	1	0
apFAB130--apFAB837	6705	1	0	0	1	2	2	150	2325	3131	867	225	1
apFAB98--apFAB834	6704	65	435	920	852	3412	664	221	18	37	0	1	79
BBa_J23104--BBa_J61111	6702	5	2	0	4	314	2196	3325	722	131	3	0	0
apFAB49--apFAB914	6701	243	993	1975	1369	1705	364	51	0	0	0	1	0
apFAB64--BBa_J61122	6701	56	0	15	3	893	2795	2468	334	104	32	1	0
apFAB338--apFAB904	6700	1	0	0	0	8	0	4	5	175	2060	4152	295
apFAB259--apFAB903	6699	1211	2426	1679	574	520	1	90	0	20	178	0	0
apFAB63--BBa_J61122	6698	28	97	136	620	2941	2172	514	46	45	0	99	0
J23101--BBa_J61101	6697	68	514	1534	1286	2819	134	101	0	83	54	104	0
apFAB339--apFAB872	6693	8	2	22	8	0	672	2534	2895	449	101	1	1
apFAB339--BBa_J61107	6692	11	2	111	166	3019	2088	1027	175	0	91	2	0
BBa_J23104--salis-4-10	6688	1	0	2	0	4	23	3	212	3419	2431	593	0
apFAB277--salis-2-4	6688	2	28	0	34	329	1767	3154	1186	186	1	1	0
apFAB311--apFAB837	6687	13	2	2	5	24	566	2481	2858	645	5	1	85
apFAB300--apFAB857	6685	874	1951	2019	856	561	123	131	22	33	115	0	0
J23101--apFAB862	6684	13	1	0	0	0	11	64	1298	3478	1401	418	0
apFAB277--GSGV_RBS	6684	424	1162	1547	1710	1392	431	13	1	0	1	3	0
apFAB55--apFAB831	6682	5	1	1	0	0	4	1	9	1725	3380	1556	0
apFAB76--apFAB872	6682	1039	2464	1910	446	462	73	11	57	0	220	0	0
BBa_J23102--salis-4-7	6681	1	38	2	1	0	0	262	2850	2203	1047	97	180
apFAB129--GSG_RBS	6679	390	2117	1776	1160	859	174	0	12	1	190	0	0
BBa_J23116--apFAB866	6678	1341	2256	1168	977	487	121	83	0	2	133	110	0
apFAB65--apFAB895	6676	0	1	2	0	1	3	0	41	3315	2915	398	0
J23101--BBa_J61115	6675	0	108	1	2	1	1	4	389	4056	1434	678	1
apFAB346--apFAB868	6673	54	312	660	769	3413	1045	354	1	10	54	0	1
apFAB89--BBa_J61120	6672	4	0	40	5	276	1842	3276	879	296	54	0	0
apFAB62--BBa_J61139	6670	4	61	58	0	246	1379	3201	1211	190	0	0	320
apFAB104--apFAB848	6669	1	3	7	14	20	48	717	2835	2527	497	0	0
apFAB66--BBa_J61113	6668	10	1	2	1	0	0	0	0	175	1812	3903	764
BBa_J23114--salis-1-1	6664	34	229	663	1204	2804	1196	295	106	1	0	131	1
apFAB129--apFAB892	6664	302	1106	1237	1539	2082	184	55	10	54	95	0	0
apFAB53--apFAB954	6664	12	31	1	0	0	0	0	91	1345	3207	1977	0
apFAB58--apFAB844	6663	9	33	126	637	3233	1787	764	26	34	12	1	1
apFAB87--BBa_J61130	6663	669	2118	1686	921	912	188	147	8	14	0	0	0
BBa_J23119--BBa_J61134	6662	16	0	1	0	1	1	15	13	638	3637	1991	349
apFAB57--salis-3-11	6662	302	1859	1975	1277	1088	56	29	0	2	74	0	0
BBa_J23106--BBa_J61104	6661	151	1192	1592	1425	1819	374	68	34	0	0	6	0
BBa_J23113--apFAB883	6660	31	260	774	1098	2985	1062	252	0	62	0	136	0
apFAB277--BBa_J61136	6659	4	193	539	1274	3756	476	297	119	0	1	0	0
apFAB63--BBa_J61112	6657	2	77	3	83	765	2274	2809	643	1	0	0	0
apFAB55--apFAB848	6654	5	2	0	0	1	7	1	34	2215	2517	1872	0
apFAB302--apFAB909	6653	12	0	9	2	4	56	378	3229	2595	367	1	0
apFAB323--apFAB895	6651	2	1	3	0	2	0	23	499	3873	1839	409	0
J23101--BBa_J61131	6651	367	1464	2118	1314	951	257	1	125	29	24	0	1
apFAB317--BBa_J61100	6649	539	1377	1950	1235	948	235	132	95	110	27	1	0
apFAB134--B0030_RBS	6648	544	1720	1367	1361	1393	93	24	0	0	146	0	0
BBa_J23105--apFAB827	6646	20	3	94	228	3610	1833	696	160	0	1	1	0
apFAB346--apFAB821	6646	0	5	55	14	235	1370	3334	1304	231	96	0	2
apFAB346--BBa_J61119	6644	24	310	482	433	3514	1364	404	81	32	0	0	0
BBa_J23118--GSGV_RBS	6643	172	894	1615	1308	2054	390	129	41	39	0	1	0
apFAB338--Plotkin_RBS	6643	1	0	1	0	0	1	51	1249	4148	1066	126	0
