Name	Total	Bin 1	Bin 2	Bin 3	Bin 4	Bin 5	Bin 6	Bin 7	Bin 8	Bin 9	Bin 10	Bin 11	Bin 12
apFAB277--apFAB865	10087	15	216	505	981	5031	2269	852	154	64	0	0	0
BBa_J23113--apFAB917	10070	0	3	1	1	5	1	2	24	1355	4006	4241	431
apFAB342--salis-2-3	10070	13	0	0	5	11	21	11	374	4425	4148	1046	16
J23101--apFAB834	10066	2	0	0	2	1	0	1	13	6	122	2687	7232
BBa_J23116--apFAB857	10050	394	1832	1915	2126	2862	583	251	37	49	0	1	0
apFAB125--apFAB903	10037	10	58	106	21	377	2610	5436	1047	127	70	126	49
apFAB63--BBa_J61106	10031	4	0	0	18	0	3	14	126	3898	4358	1610	0
BBa_J23113--apFAB860	10020	10	40	80	24	1329	3157	4180	1015	181	4	0	0
BBa_J23118--apFAB821	10011	72	260	1018	1440	5644	1193	259	28	82	15	0	0
apFAB342--apFAB820	9998	1	4	20	4	381	3791	3801	1408	243	265	80	0
apFAB129--B0030_RBS	9991	1	1	0	2	1	17	36	102	4105	3295	2431	0
apFAB300--apFAB901	9983	704	2898	2990	1921	1088	138	101	9	0	133	0	1
BBa_J23116--apFAB904	9982	36	309	771	902	4933	2065	678	73	70	0	145	0
apFAB77--apFAB954	9976	7	60	12	0	1	3	0	3	22	496	4117	5255
apFAB322--apFAB922	9975	210	1537	1903	1981	3597	580	116	41	1	7	0	2
apFAB259--apFAB834	9965	908	2745	3026	1671	1079	191	217	0	0	127	0	1
BBa_J23105--Anderson_RBS	9963	198	1171	1870	2071	3583	771	201	13	1	0	83	1
apFAB312--BBa_J61111	9958	18	37	126	288	3425	4113	1764	183	1	1	2	0
apFAB339--BBa_J61119	9957	127	655	1480	1744	4588	896	330	7	0	6	123	1
apFAB64--BBa_J61125	9945	15	213	69	783	5094	2760	1009	2	0	0	0	0
apFAB311--BBa_J61129	9933	546	2015	2833	2128	1704	510	131	64	0	0	2	0
apFAB312--apFAB876	9917	1	0	57	52	905	3205	4831	865	1	0	0	0
BBa_J23102--apFAB892	9912	4	1	62	0	5	21	27	1843	5299	2419	227	4
apFAB302--BBa_J61104	9908	113	1353	1139	2201	4066	755	279	0	1	0	0	1
apFAB78--apFAB820	9899	2	1	2	0	11	1	0	105	3707	4549	1520	1
apFAB342--apFAB909	9891	1	5	5	25	143	1545	4814	2672	651	28	2	0
apFAB75--apFAB843	9883	190	653	2040	2174	3591	850	108	68	3	133	1	72
apFAB317--apFAB831	9882	4	2	68	0	1	3	1	44	553	3345	5819	42
apFAB115--apFAB848	9880	4	0	0	0	1	83	3	44	311	2200	6426	808
apFAB63--BBa_J61119	9879	340	1818	3134	2304	1889	137	141	53	6	56	0	1
BBa_J23116--BBa_J61100	9878	215	816	1741	2138	4052	641	119	16	95	45	0	0
apFAB259--BBa_J61108	9875	583	2562	3403	1709	1005	229	5	150	1	8	220	0
apFAB78--apFAB857	9868	1	2	0	1	46	2	12	15	272	1526	6346	1645
apFAB345--apFAB894	9866	8	3	0	0	2	2	9	399	5077	3655	711	0
apFAB311--BBa_J61128	9864	894	3159	2449	1442	1463	178	158	26	74	21	0	0
apFAB259--BBa_J61136	9863	1280	3144	2828	1225	689	188	104	166	0	107	0	132
apFAB115--BBa_J61125	9851	139	571	1376	1585	4659	983	262	130	2	77	67	0
apFAB342--apFAB910	9839	27	63	84	91	2353	3565	3199	424	31	0	1	1
BBa_J23118--apFAB912	9837	16	36	5	0	4	3	89	124	2582	4644	2237	97
apFAB77--BBa_J61129	9828	11	2	2	1	4	0	9	1265	5582	2735	216	1
apFAB342--apFAB831	9821	25	0	33	54	29	90	1224	5191	2555	597	23	0
apFAB346--apFAB883	9817	5	18	42	47	696	3531	4468	824	172	11	3	0
apFAB277--apFAB903	9815	458	1591	3181	2355	1782	212	80	1	138	14	1	2
apFAB322--apFAB831	9812	20	1	1	1	168	11	37	439	5156	2830	826	322
apFAB277--BBa_J61127	9811	59	26	80	57	931	2930	4239	1128	327	21	0	13
apFAB306--apFAB833	9809	19	72	29	43	18	0	4	575	5101	3880	68	0
BBa_J23109--apFAB857	9802	9	2	56	129	3748	4068	1497	90	117	85	1	0
apFAB49--Invitrogen_RBS	9795	3	1	8	1	0	3	31	516	4339	3608	1285	0
apFAB62--apFAB860	9794	13	97	1	0	1	1	0	40	2389	3556	3335	361
apFAB306--salis-2-3	9791	5	40	90	0	4	3	27	64	634	2835	5587	502
apFAB321--apFAB876	9789	12	0	0	2	66	3	1	14	45	811	6592	2243
BBa_J23100--BBa_J61113	9782	19	8	22	0	4	8	3	35	564	4401	4300	418
apFAB302--apFAB912	9776	17	1	0	0	1	1	18	64	715	3921	4858	180
BBa_J23113--salis-2-3	9774	3	2	1	1	1	0	3	2	196	1330	6693	1542
apFAB75--BBa_J61115	9774	13	3	0	0	3	2	7	457	4937	3262	1089	1
BBa_J23105--apFAB883	9768	268	1530	2673	2839	1981	361	83	0	0	32	1	0
BBa_J23113--apFAB845	9748	25	0	76	51	268	3490	3822	1502	510	1	2	1
BBa_J23106--salis-1-10	9744	4	21	0	37	40	20	53	993	5534	2464	578	0
apFAB311--B0030_RBS	9741	2	64	40	0	2	0	2	82	1262	4039	4041	207
apFAB306--BBa_J61120	9739	253	1539	2702	1583	2537	660	138	27	71	67	161	1
BBa_J23116--apFAB827	9738	865	2518	2405	1871	1742	138	33	35	4	125	1	1
apFAB57--apFAB901	9732	5	2	0	1	1	3	43	2145	5689	1784	58	1
apFAB55--BBa_J61108	9711	0	21	63	66	1642	3373	3526	489	350	43	137	1
BBa_J23106--BBa_J61129	9709	749	3342	2350	1773	1127	169	51	38	0	53	0	57
apFAB311--apFAB832	9708	651	2837	2406	1720	1467	315	121	68	53	69	0	1
apFAB338--BBa_J61127	9702	62	325	652	1773	5098	1236	295	99	1	161	0	0
apFAB56--BBa_J61119	9701	34	1	91	0	0	0	21	1130	5508	2720	196	0
BBa_J23105--apFAB857	9687	73	129	91	100	2990	3783	1849	573	97	1	1	0
apFAB312--salis-1-3	9679	33	38	0	1	1	0	14	6	2186	3882	3465	53
apFAB342--apFAB834	9676	39	33	3	24	8	22	11	674	4737	3513	610	2
BBa_J23108--apFAB837	9675	23	25	718	1170	4972	2017	618	69	0	62	0	1
apFAB323--apFAB843	9668	40	302	462	1415	5169	1465	550	123	18	33	0	91
apFAB302--BBa_J61120	9666	194	982	2635	1910	2964	412	279	119	111	56	2	2
apFAB338--apFAB872	9665	210	1729	2603	2128	2447	329	216	1	0	1	1	0
BBa_J23116--BBa_J61113	9662	739	2969	2568	1602	1350	98	156	0	62	118	0	0
apFAB75--BBa_J61113	9662	2	1	0	30	1	4	59	69	2279	4354	2787	76
apFAB104--apFAB923	9657	0	49	3	4	14	54	180	3315	4929	933	176	0
apFAB346--Anderson_RBS	9657	2	124	0	1	3	146	196	3242	5058	826	58	1
BBa_J23114--apFAB833	9656	320	1484	2110	2559	2580	460	51	29	50	13	0	0
apFAB306--apFAB894	9645	26	5	51	31	114	1680	3616	3142	513	466	0	1
apFAB322--apFAB844	9642	15	2	75	125	2374	3833	2438	139	434	0	205	2
apFAB321--apFAB954	9639	2	0	12	0	2	1	2	74	2204	4636	2641	65
apFAB346--apFAB834	9630	31	1	0	0	1	5	1	43	776	3457	4514	801
apFAB338--apFAB839	9625	0	1	0	1	1	2	19	275	4466	4054	806	0
apFAB342--apFAB917	9624	0	1	57	0	4	3	102	809	5157	2233	1105	153
apFAB63--apFAB868	9621	14	157	334	1037	5460	1655	844	101	0	18	1	0
apFAB62--apFAB871	9617	405	2034	2599	2170	1886	417	56	19	29	0	2	0
apFAB125--Anderson_RBS	9615	1254	2806	2691	1269	973	74	62	78	102	40	2	264
apFAB87--apFAB954	9614	9	52	37	305	3396	3846	1810	120	37	0	2	0
apFAB63--BBa_J61129	9607	112	583	1424	2076	4488	681	126	115	0	1	0	1
apFAB338--BBa_J61119	9606	79	742	1566	2020	3920	592	264	1	30	217	175	0
apFAB75--BBa_J61137	9606	2	2	1	0	8	0	2	641	5384	3357	208	1
J23101--BBa_J61132	9603	21	3	0	1	5	2	20	1038	5492	2665	356	0
apFAB317--BBa_J61106	9603	6	2	1	21	70	1	1	28	3426	4276	1561	210
apFAB104--BBa_J61113	9601	29	110	213	625	4053	3420	1125	26	0	0	0	0
apFAB300--apFAB909	9598	635	2776	2722	2184	932	154	25	15	1	152	1	1
apFAB346--BBa_J61108	9590	19	2	1	2	5	0	114	2116	4974	2356	1	0
apFAB302--BBa_J61126	9586	91	95	838	1695	4849	1394	455	35	132	1	0	1
apFAB302--BBa_J61131	9582	1412	2814	2557	1314	1300	75	23	86	1	0	0	0
apFAB104--apFAB914	9571	582	2610	2833	1607	1582	202	30	0	107	17	1	0
apFAB322--apFAB843	9565	743	3429	2210	1668	1259	124	47	1	28	54	1	1
apFAB115--apFAB892	9564	3	28	46	17	2	49	49	1634	5729	1744	261	2
apFAB125--apFAB890	9562	47	123	574	974	5550	1735	359	122	1	76	1	0
BBa_J23116--apFAB833	9557	40	363	1062	1096	5066	1517	411	0	0	1	0	1
apFAB38--BBa_J61108	9555	54	505	917	1353	4719	1199	543	18	205	41	0	1
apFAB342--apFAB890	9555	727	2759	2340	1917	1223	339	151	37	0	61	0	1
apFAB78--apFAB865	9552	204	1659	2355	2324	2324	361	86	80	79	80	0	0
BBa_J23105--apFAB954	9550	51	191	623	1373	5100	1796	340	1	31	3	41	0
apFAB312--apFAB923	9547	8	3	7	66	3	84	86	2009	4832	2345	104	0
apFAB300--apFAB833	9545	788	2433	3153	1180	1500	165	98	39	41	147	1	0
apFAB312--apFAB845	9541	52	181	616	678	5628	1752	631	0	0	2	0	1
apFAB76--apFAB901	9529	191	383	2085	2426	2978	1237	54	52	51	71	0	1
apFAB259--apFAB857	9529	11	67	44	162	2051	3748	3068	372	0	6	0	0
apFAB115--apFAB954	9528	1	2	2	0	5	1	70	1141	5612	2146	546	2
apFAB97--apFAB872	9527	0	2	0	0	1	1	65	2441	5218	1564	233	2
BBa_J23118--apFAB869	9521	604	3406	2723	1521	938	77	68	88	45	51	0	0
BBa_J23118--apFAB894	9515	45	50	3	15	611	2997	3967	1591	137	98	0	1
apFAB317--apFAB903	9511	38	15	294	664	5077	2246	956	207	14	0	0	0
apFAB346--BBa_J61130	9509	481	1817	2107	1980	2326	301	218	51	1	89	136	2
apFAB322--apFAB872	9504	2	2	47	144	2666	3803	2325	244	183	88	0	0
apFAB302--apFAB833	9502	2	1	1	1	5	10	1	6	1647	4453	3374	1
BBa_J23102--apFAB843	9501	195	933	1945	2239	3344	346	263	0	234	2	0	0
apFAB346--apFAB851	9494	0	0	0	0	1	3	0	39	1082	4173	3736	460
apFAB58--apFAB904	9492	1	0	2	1	3	7	3	9	1751	4294	2465	956
apFAB55--BBa_J61119	9492	26	433	875	1419	4941	1273	366	100	56	1	2	0
apFAB78--apFAB845	9491	2	2	1	0	0	22	0	148	4797	3544	975	0
apFAB75--BBa_J61124	9485	175	802	1819	1829	3674	567	348	38	153	79	1	0
apFAB339--BBa_J61113	9485	34	3	0	0	1	4	2	250	4210	3179	1801	1
BBa_J23108--apFAB872	9480	1766	3472	2130	1221	634	0	31	12	0	214	0	0
apFAB306--apFAB872	9479	93	352	1711	1727	4549	647	142	69	10	124	55	0
apFAB321--apFAB862	9477	32	1	21	2	3	4	18	919	5298	2455	723	1
BBa_J23102--apFAB894	9476	1	0	53	0	1	4	3	84	3942	4211	1176	1
apFAB75--apFAB845	9472	9	46	0	94	51	0	29	23	4063	3974	1182	1
apFAB277--BBa_J61119	9471	750	2277	3009	1752	1433	86	159	1	1	0	1	2
apFAB75--BBa_J61131	9470	25	274	190	751	4128	2827	1113	63	99	0	0	0
apFAB323--BBa_J61131	9465	181	1417	2288	2002	2787	582	121	65	22	0	0	0
apFAB62--BBa_J61136	9464	8	0	4	1	71	5	19	1178	5443	2370	365	0
apFAB104--apFAB890	9463	836	2511	2574	2453	668	170	75	175	1	0	0	0
apFAB115--BBa_J61124	9460	165	1479	1981	1870	3341	340	260	21	0	2	0	1
apFAB347--apFAB843	9459	60	422	817	1297	4665	1804	346	1	46	1	0	0
apFAB339--BBa_J61108	9459	1	1	3	1	2	38	9	615	4717	3412	501	159
apFAB65--BBa_J61134	9451	41	47	14	50	2	1	2	366	4914	2890	1123	1
BBa_J23104--apFAB845	9451	2	2	2	0	2	6	125	2011	5498	1802	1	0
apFAB130--Invitrogen_RBS	9450	10	0	1	1	99	0	7	442	4600	3836	454	0
apFAB322--BBa_J61127	9447	13	1	2	1	7	2	95	1408	4755	2369	794	0
apFAB259--apFAB826	9437	494	2048	2694	1760	2109	203	49	15	14	48	1	2
apFAB75--apFAB883	9436	0	2	2	45	3	2	34	1659	4350	2396	942	1
apFAB346--BBa_J61101	9433	158	1284	2196	1512	3743	343	146	11	0	0	40	0
apFAB342--apFAB833	9432	16	1	45	1	2	32	47	816	5851	2335	285	1
apFAB277--BBa_J61129	9431	43	836	1068	1464	4526	886	481	39	20	68	0	0
apFAB78--apFAB872	9416	0	3	0	2	309	3031	4653	1135	55	197	30	1
apFAB125--salis-2-4	9404	11	0	3	1	1	0	48	345	5753	2859	335	48
apFAB306--BBa_J61139	9402	629	2826	2708	1394	1406	209	126	42	0	62	0	0
apFAB306--salis-1-21	9399	27	1	0	5	3	5	9	49	2316	4397	2262	325
apFAB342--apFAB857	9398	2	1	1	1	34	55	595	4739	3241	728	0	1
apFAB115--apFAB909	9393	11	1	0	0	2	13	30	53	2017	4339	2776	151
apFAB115--BBa_J61132	9386	18	3	0	1	1	0	36	1614	4846	2416	443	8
apFAB259--Plotkin_RBS	9386	29	257	213	516	4628	2672	906	143	17	3	1	1
apFAB306--apFAB869	9385	730	3094	2788	1591	960	58	54	6	0	103	0	1
BBa_J23106--apFAB837	9374	29	12	4	26	4	245	2114	4803	1681	395	61	0
apFAB312--Plotkin_RBS	9359	0	0	0	1	62	58	102	2896	4928	1137	174	1
BBa_J23106--apFAB845	9358	22	154	220	554	4713	2575	1078	40	0	1	0	1
BBa_J23104--BBa_J61125	9355	28	317	585	874	5864	1366	258	28	0	34	1	0
apFAB75--BBa_J61110	9351	6	1	58	2	1	11	43	471	4609	3488	660	1
apFAB125--apFAB872	9349	20	2	8	3	385	2698	4732	1228	212	58	0	3
apFAB312--B0030_RBS	9346	6	2	1	0	4	2	3	48	187	1911	5385	1797
apFAB125--apFAB861	9344	9	4	3	1	0	1	28	176	3488	3424	2208	2
apFAB312--apFAB872	9328	1017	3559	1977	1007	1179	8	42	138	1	252	148	0
apFAB321--apFAB820	9327	7	49	0	1	1	3	6	227	3727	3496	1773	37
BBa_J23108--apFAB831	9322	789	2516	2505	2081	948	145	189	46	64	38	1	0
apFAB312--apFAB854	9320	174	1171	1891	1465	3720	631	118	59	1	0	89	1
BBa_J23105--apFAB914	9317	992	3258	2644	1498	550	180	92	24	30	48	0	1
apFAB64--apFAB865	9315	1	1	3	2	3	2	46	1303	4878	2598	478	0
apFAB338--BBa_J61134	9305	268	1678	1632	1917	3228	437	113	1	31	0	0	0
apFAB339--apFAB889	9304	12	2	1	1	763	3663	4005	633	133	45	46	0
apFAB342--BBa_J61132	9304	0	0	2	0	1	1	0	162	2443	4635	1853	207
BBa_J23116--apFAB901	9302	466	2380	2693	1943	1181	437	86	44	15	55	0	2
BBa_J23113--apFAB910	9294	22	0	0	42	819	3004	3944	1208	104	63	88	0
BBa_J23107--apFAB914	9289	327	1750	2138	2190	2320	337	195	30	2	0	0	0
BBa_J23108--salis-1-21	9285	51	104	264	649	4672	2468	832	245	0	0	0	0
BBa_J23113--apFAB904	9275	6	0	7	2	5	33	189	3553	3892	1412	175	1
J23101--salis-4-7	9273	2	0	1	1	0	3	1	57	435	3049	4711	1013
apFAB342--salis-1-21	9266	0	68	1	0	2	17	6	182	3738	3551	1487	214
J23101--apFAB883	9258	7	95	1	18	1	1	117	4154	4472	323	67	2
apFAB302--apFAB910	9254	5	2	3	4	23	126	1755	4669	2269	396	2	0
BBa_J23104--apFAB857	9252	7	0	0	20	3	1	3	75	1670	5223	2116	134
apFAB57--BBa_J61118	9247	452	2394	2481	1850	1927	46	42	30	0	25	0	0
apFAB115--apFAB894	9242	49	1	23	8	21	8	72	2244	4648	1798	370	0
BBa_J23106--apFAB894	9237	261	1550	1693	2168	3138	303	21	63	0	39	1	0
apFAB338--apFAB916	9237	0	1	1	0	3	6	109	61	4111	3588	1356	1
BBa_J23106--salis-3-3	9233	2	0	0	0	40	3	37	90	2991	4216	1831	23
apFAB322--apFAB912	9231	2	1	0	0	1	0	8	10	45	1882	6284	998
apFAB300--salis-2-3	9231	27	80	72	448	4577	3152	833	28	1	13	0	0
apFAB75--BBa_J61104	9230	37	4	102	1	1	3	77	1300	5747	1754	203	1
apFAB277--apFAB844	9230	703	2190	2877	1859	894	135	223	1	0	172	176	0
apFAB317--BBa_J61134	9229	158	599	1039	2428	3535	1025	261	61	81	42	0	0
BBa_J23104--apFAB873	9228	99	874	2063	1497	3982	479	184	7	42	0	0	1
apFAB322--apFAB909	9212	2	1	2	25	56	10	5	346	4956	3119	689	1
apFAB342--apFAB895	9211	301	1615	2144	1742	2619	571	144	71	2	0	2	0
apFAB104--apFAB912	9202	9	34	369	854	4605	2140	968	131	66	24	1	1
apFAB277--BBa_J61126	9200	392	1272	2557	2273	2002	434	130	119	2	19	0	0
apFAB92--apFAB954	9199	6	0	0	0	0	0	2	33	1472	4086	3290	310
apFAB306--BBa_J61134	9196	442	2553	1971	1558	2208	279	88	71	0	25	1	0
apFAB312--BBa_J61110	9187	15	134	137	357	3471	3136	1394	361	0	67	115	0
apFAB277--salis-3-3	9182	4	2	0	0	6	82	359	3081	4605	1041	1	1
apFAB347--apFAB892	9178	2	0	3	1	53	1	13	349	5003	2936	817	0
apFAB321--salis-3-11	9175	113	1443	2088	1853	2826	636	105	46	0	65	0	0
BBa_J23105--apFAB865	9172	299	1985	2626	1853	2048	317	24	16	3	0	0	1
apFAB306--apFAB884	9171	0	1	1	25	1	3	1	30	696	2782	4869	762
apFAB346--salis-2-3	9164	4	1	0	0	0	0	2	22	505	2482	5487	661
J23101--BBa_J61106	9161	3	2	0	0	47	3	17	133	3511	4564	880	1
BBa_J23109--apFAB883	9156	366	1053	2384	2322	2352	403	29	42	204	0	0	1
J23101--BBa_J61110	9156	17	0	0	86	2240	3464	2792	190	0	316	0	51
BBa_J23109--apFAB867	9150	402	2298	3506	1594	905	233	19	61	72	46	13	1
apFAB321--BBa_J61119	9142	161	578	2029	2168	2864	1065	146	64	55	12	0	0
apFAB302--apFAB854	9137	0	0	41	94	691	2828	4327	881	222	48	2	3
apFAB306--apFAB857	9134	11	0	1	1	1	4	25	1422	5644	1916	108	1
apFAB125--apFAB856	9133	17	2	1	1	2	17	0	2020	5482	1341	124	126
apFAB63--apFAB909	9123	15	1	0	2	4	0	5	22	1114	4181	3617	162
BBa_J23102--BBa_J61108	9122	7	3	77	2	32	486	3262	3773	1108	167	204	1
apFAB323--apFAB872	9117	1	3	0	2	1	1	1	710	5179	2604	615	0
apFAB302--apFAB914	9111	115	533	1152	1347	4764	735	262	61	0	0	142	0
BBa_J23100--apFAB901	9105	3	1	0	0	2	4	17	31	99	1782	5882	1284
BBa_J23104--apFAB843	9102	154	902	1899	2215	3416	351	154	0	0	0	11	0
BBa_J23119--apFAB821	9101	35	2	0	0	1	0	21	428	5758	2443	411	2
apFAB77--apFAB903	9097	22	0	0	1	6	2	60	1681	5121	1986	218	0
apFAB104--BBa_J61137	9096	139	920	2008	1837	3389	282	445	0	75	0	1	0
BBa_J23100--apFAB820	9095	2	3	52	3	2	10	7	641	5375	2548	450	2
apFAB300--apFAB889	9093	222	1491	2238	2058	2229	599	44	0	211	0	1	0
apFAB347--apFAB862	9089	35	2	34	3	2	3	0	269	4380	3405	900	56
apFAB104--apFAB901	9087	35	44	85	42	1239	3378	3492	513	154	3	101	1
apFAB58--BBa_J61132	9084	661	3197	2278	1063	1576	139	89	0	0	79	1	1
apFAB321--BBa_J61132	9080	16	4	1	3	122	1882	3855	2739	175	282	1	0
apFAB338--apFAB954	9078	18	233	418	1224	4230	1705	970	112	139	28	1	0
apFAB338--apFAB857	9064	12	28	7	2	4	6	41	1725	5286	1656	294	3
apFAB346--BBa_J61132	9063	14	0	1	0	2	7	20	1111	4782	2825	202	99
apFAB322--apFAB903	9062	42	38	174	261	4219	2969	1081	69	17	58	132	2
apFAB339--apFAB895	9062	417	1752	2281	1674	2378	336	110	62	0	51	1	0
BBa_J23107--apFAB833	9046	1	0	1	0	2	2	25	37	1550	3850	3578	0
J23101--BBa_J61119	9044	22	180	679	1028	5068	1429	465	27	0	1	145	0
apFAB75--apFAB871	9040	373	2078	2452	1747	1605	351	54	62	77	68	61	112
apFAB338--BBa_J61126	9036	35	700	823	1382	3860	1451	713	40	15	16	1	0
BBa_J23113--salis-4-10	9035	21	1	0	0	3	5	14	319	3344	4156	932	240
apFAB339--apFAB857	9033	6	2	0	60	1	2	1	0	4	814	5861	2282
apFAB342--apFAB912	9031	11	0	45	3	4	52	331	3490	3949	829	317	0
apFAB306--BBa_J61137	9031	14	0	152	296	2785	3356	2021	264	115	28	0	0
apFAB75--BBa_J61130	9027	44	161	466	922	5217	1618	530	1	5	63	0	0
apFAB302--BBa_J61100	9025	7	3	1	22	3	3	19	568	5454	2873	70	2
apFAB125--apFAB883	9022	2	2	73	0	6	0	15	313	4604	3271	736	0
apFAB259--apFAB910	9018	39	140	736	1248	5427	1101	317	9	1	0	0	0
apFAB345--BBa_J61120	9017	13	0	1	0	4	126	668	4253	2990	858	9	95
apFAB312--JBEI_RBS	9015	21	1	7	3	1	85	0	58	2250	3398	3137	54
BBa_J23104--apFAB872	9013	14	1	66	23	71	1199	4862	2094	476	27	180	0
apFAB302--apFAB901	9009	10	31	2	0	11	8	275	3223	4270	812	366	1
apFAB115--apFAB868	9008	14	2	46	259	2770	3780	1322	607	208	0	0	0
BBa_J23106--Alon_RBS	9003	0	6	0	0	11	5	88	1306	4763	2040	782	2
apFAB75--BBa_J61127	9003	30	1	0	100	2	0	27	64	2353	3790	2636	0
BBa_J23100--apFAB854	8991	2	2	0	0	2	2	4	944	5096	2437	500	2
apFAB311--apFAB883	8990	853	2909	2352	1478	1128	80	28	42	0	116	0	4
BBa_J23102--BBa_J61119	8988	151	1810	2278	1260	2874	490	74	0	1	50	0	0
BBa_J23100--BBa_J61120	8987	9	2	1	14	172	1721	4473	2147	419	29	0	0
apFAB63--BBa_J61113	8984	196	1261	2132	1887	2453	600	299	0	97	1	0	58
apFAB104--apFAB889	8982	4	2	1	35	18	29	161	2325	4848	1557	2	0
apFAB76--salis-4-7	8980	20	2	0	1	1	0	1	28	2132	5358	1437	0
apFAB302--apFAB895	8977	42	630	1128	2012	4215	822	80	35	7	5	1	0
apFAB62--salis-4-7	8974	1	0	0	0	0	0	3	0	46	406	4307	4211
apFAB306--apFAB834	8969	1	0	0	0	5	2	3	31	1647	4293	2839	148
apFAB77--BBa_J61108	8966	1	1	1	0	1	1	6	154	3013	3252	1992	544
BBa_J23109--apFAB844	8957	877	3124	2460	1252	1016	167	30	30	0	0	0	1
BBa_J23100--BBa_J61110	8950	1	2	0	0	1	26	31	126	3106	4557	1100	0
BBa_J23108--apFAB845	8946	1279	3048	2038	1082	925	182	207	25	1	159	0	0
apFAB312--apFAB865	8942	9	99	4	125	1709	3601	2971	370	0	53	1	0
apFAB346--BBa_J61134	8938	117	690	1872	1341	3970	530	171	35	148	4	59	1
BBa_J23104--salis-1-1	8938	1	0	53	1	2	2	0	9	8	131	2986	5745
apFAB87--apFAB876	8935	44	84	198	452	4771	2134	951	171	104	0	3	23
BBa_J23116--BBa_J61132	8934	1055	2654	2537	1053	1042	269	139	63	0	119	2	1
apFAB322--apFAB910	8932	2	66	4	1	15	80	119	1805	4977	1804	59	0
BBa_J23113--salis-4-7	8930	12	4	0	1	3	0	5	553	5188	2840	276	48
apFAB104--apFAB954	8926	23	1	136	235	2628	3997	1640	229	35	1	0	1
apFAB312--apFAB910	8925	29	1	79	137	2763	3954	1810	112	36	1	1	2
J23101--apFAB864	8924	218	1303	2855	1589	2748	131	22	13	44	0	0	1
BBa_J23100--BBa_J61134	8922	9	48	199	162	2087	3566	2110	526	180	33	1	1
apFAB98--B0030_RBS	8918	1	1	17	2	4	27	0	36	1922	3641	3118	149
apFAB78--apFAB892	8912	1	2	43	354	3559	2735	1656	207	2	198	0	155
apFAB125--BBa_J61118	8910	97	909	1549	1759	3904	483	131	20	0	56	0	2
apFAB130--BBa_J61108	8909	447	1729	2681	1541	1995	324	0	70	1	121	0	0
apFAB306--apFAB876	8907	6	1	3	2	0	1	33	634	4956	3048	195	28
BBa_J23104--apFAB827	8906	0	0	1	0	39	7	2	45	1440	4079	2525	768
BBa_J23118--apFAB916	8902	1	2	65	1	4	0	10	71	1209	3580	3756	203
apFAB65--apFAB954	8901	6	53	0	2	1	22	1	0	4	595	5910	2307
apFAB125--BBa_J61130	8897	18	303	639	1023	5255	1206	329	123	0	0	1	0
BBa_J23100--apFAB890	8896	5	1	66	39	65	1719	4634	2060	190	24	0	93
apFAB78--apFAB903	8890	9	0	3	85	801	3876	3154	411	312	31	207	1
apFAB311--apFAB834	8889	28	1	78	6	80	1261	4347	2734	270	81	1	2
BBa_J23106--apFAB872	8888	447	2167	2357	1598	1771	142	30	27	39	1	189	120
apFAB317--apFAB848	8885	6	1	0	1	2	0	8	78	3468	4274	1047	0
apFAB302--apFAB889	8885	4	0	0	6	3	13	2	19	948	2980	4189	721
BBa_J23118--salis-2-3	8884	4	1	1	0	3	8	41	201	3367	3282	1975	1
apFAB62--BBa_J61131	8884	3	5	0	9	485	3082	4301	821	171	6	1	0
apFAB58--BBa_J61108	8884	39	3	0	6	41	388	3169	4221	686	331	0	0
apFAB306--BBa_J61136	8881	59	815	973	1215	4625	978	181	34	0	0	1	0
apFAB338--apFAB914	8878	113	434	1277	2256	3772	820	129	15	16	46	0	0
apFAB312--BBa_J61120	8877	538	2890	2429	1484	1270	88	87	27	0	64	0	0
apFAB62--BBa_J61137	8874	0	0	0	0	1	0	0	43	44	1647	5649	1490
BBa_J23107--apFAB831	8873	5	4	2	0	2	36	8	1205	5490	1676	445	0
apFAB78--apFAB837	8872	10	1	0	2	0	1	38	0	80	206	5530	3004
BBa_J23113--apFAB866	8870	591	2539	2180	1348	1523	296	144	30	27	192	0	0
BBa_J23108--salis-4-7	8869	90	615	1346	2004	3342	1095	261	114	0	1	1	0
apFAB306--apFAB821	8868	34	4	295	660	3980	2907	925	59	1	1	1	1
BBa_J23102--apFAB827	8867	2	1	0	2	1	2	6	68	2462	4882	1441	0
apFAB115--apFAB857	8866	5	1	41	0	1	5	0	48	1974	3529	2925	337
apFAB277--BBa_J61120	8863	344	1381	2173	1569	2726	225	208	1	0	236	0	0
apFAB259--BBa_J61132	8849	246	1815	2112	1777	2194	513	71	13	0	107	1	0
BBa_J23104--apFAB910	8849	1	3	0	1	1	2	36	690	5426	2670	18	1
BBa_J23104--apFAB848	8844	12	1	1	0	70	2	2	7	0	549	5789	2411
BBa_J23113--apFAB857	8842	4	1	2	15	76	1670	4670	1908	451	13	30	2
apFAB104--apFAB910	8839	54	45	0	231	2111	3004	2942	273	169	8	0	2
BBa_J23109--apFAB903	8837	291	1439	2054	2127	2529	241	30	15	60	50	1	0
apFAB78--BBa_J61110	8833	16	1	22	0	2	1	7	45	2829	4087	1822	1
apFAB104--apFAB865	8833	38	0	161	120	2852	2548	2872	186	54	0	2	0
apFAB87--BBa_J61136	8826	58	169	195	911	4033	2466	876	67	7	26	18	0
apFAB306--BBa_J61125	8825	378	2179	2198	1976	1464	394	181	53	0	2	0	0
